product_code,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
20029838,0.9438202247191012,Low,Moderate Sugar,Yes
3046920028370,0.9019607843137256,High,High Sugar,Yes
4056489009191,0.0909090909090909,Moderate,Low Sugar,Yes
8480000154309,0.9518072289156626,High,High Sugar,No
3664346326872,0.8933333333333333,Low,Moderate Sugar,Yes
5060042641413,0.0905730129390018,High,Low Sugar,Yes
4008100151611,0.8947368421052632,Low,Low Sugar,No
4088600052922,0.0,Low,Low Sugar,Yes
8000500359815,0.938388625592417,High,High Sugar,Yes
5053990162703,0.0589285714285714,High,Low Sugar,Yes
5411188106814,0.0,Low,Low Sugar,Yes
78742040370,0.271523178807947,Low,Low Sugar,No
5000157140227,0.8472906403940886,High,High Sugar,Yes
5060087943947,0.2,High,Low Sugar,No
20412074,0.9701492537313432,Moderate,High Sugar,No
4088600074948,0.4516129032258064,High,Low Sugar,Yes
5057753893958,0.0727272727272727,Moderate,Low Sugar,Yes
5056215600103,0.0387096774193548,Moderate,Low Sugar,No
813636022953,0.4827586206896551,Low,Low Sugar,Yes
5059319023533,0.091860465116279,High,Moderate Sugar,No
612322030087,0.3290529695024077,High,High Sugar,Yes
3341430490380,1.0,Moderate,Low Sugar,Yes
6111126003333,0.271523178807947,Moderate,Low Sugar,Yes
5010044006529,0.0732758620689655,Moderate,Low Sugar,No
5059697729072,0.0143084260731319,High,Low Sugar,No
6111259733770,0.271523178807947,Moderate,Low Sugar,Yes
5050083516313,0.4032258064516129,High,High Sugar,Yes
3256540001008,0.28,High,Moderate Sugar,Yes
3124480167170,0.9411764705882352,Low,Low Sugar,Yes
7613035859098,0.803030303030303,High,High Sugar,Yes
3497917000518,0.05,High,Low Sugar,Yes
8480000348654,1.0,High,Moderate Sugar,No
20706852,0.9014285714285716,High,High Sugar,Yes
5449000028921,1.0,Low,Moderate Sugar,Yes
8434165483965,0.273972602739726,High,High Sugar,Yes
4008400183022,0.8704663212435233,High,High Sugar,Yes
3073781131963,1.0,High,Low Sugar,Yes
5060042641437,0.0680529300567107,High,Low Sugar,Yes
8715035210301,0.9166666666666666,Low,Moderate Sugar,No
20103354,1.0,Moderate,Low Sugar,Yes
4000405004968,0.5172413793103449,Moderate,Low Sugar,Yes
4056489546092,0.0408163265306122,High,Low Sugar,No
6111094000013,0.0222222222222222,High,Low Sugar,Yes
5411188511137,0.0,Low,Low Sugar,No
8410076801203,0.4185185185185185,Moderate,Moderate Sugar,Yes
5060088705179,0.8,Moderate,Moderate Sugar,Yes
7613287171009,0.0109090909090909,High,Low Sugar,No
5060336505209,0.8285714285714286,Moderate,High Sugar,Yes
5013635330010,0.5909090909090908,Moderate,Low Sugar,Yes
4056489620860,0.4793388429752066,Moderate,Moderate Sugar,No
5060367181281,0.8644067796610169,High,Moderate Sugar,No
5059697736582,1.0,Low,Moderate Sugar,No
8410261775098,1.0,Low,Moderate Sugar,Yes
1268423,1.0,Low,Low Sugar,No
6111248360109,0.271523178807947,Moderate,Low Sugar,No
5391528180073,0.5909090909090909,Moderate,Moderate Sugar,No
5010044003955,0.0649350649350649,Moderate,Low Sugar,Yes
6111242109391,0.0,Moderate,Low Sugar,No
6111265980250,0.998607242339833,High,High Sugar,Yes
7613035239562,0.9693877551020408,Low,Moderate Sugar,Yes
7613034916891,0.9518377693282636,High,High Sugar,Yes
3045320517101,1.0,Low,Moderate Sugar,No
3033491147067,1.0,Low,Low Sugar,No
20403027,0.0,Moderate,Low Sugar,No
3155251205388,0.6666666666666666,Moderate,Low Sugar,Yes
3036811363147,0.2538461538461538,Moderate,Low Sugar,Yes
8076809517706,0.3898305084745763,High,High Sugar,Yes
8711200548033,0.9375,High,Low Sugar,Yes
5449000058560,1.0,Low,Low Sugar,Yes
5202390020407,0.0,High,Low Sugar,Yes
4056489232872,0.0,High,Low Sugar,No
5000168001210,0.2616033755274262,High,High Sugar,Yes
5000127163096,0.1785714285714285,High,Moderate Sugar,No
5060406080223,0.4744525547445256,Low,Moderate Sugar,Yes
4056489018636,0.027027027027027,Moderate,Low Sugar,Yes
5060336505247,0.8285714285714286,Moderate,High Sugar,Yes
5010003052949,0.0674846625766871,Low,Low Sugar,Yes
13764027138,0.2214285714285714,Low,Low Sugar,Yes
5060853640124,0.1939999999999999,High,Moderate Sugar,Yes
20522612,1.0,Low,High Sugar,No
6111021014205,0.984126984126984,Moderate,High Sugar,Yes
5000246728787,1.0,High,Low Sugar,No
5060337222174,1.0,Moderate,Moderate Sugar,Yes
4056489710592,0.808282208588957,Moderate,High Sugar,No
5060202390359,0.08,Moderate,Low Sugar,Yes
16843697017,0.1666666666666666,Moderate,Low Sugar,Yes
6111259344181,0.6569778633301251,High,High Sugar,Yes
458061,0.0293453724604966,Moderate,Low Sugar,Yes
8402001009648,0.303030303030303,High,High Sugar,Yes
6111029000491,0.82,Low,Low Sugar,No
3175681037885,0.0354430379746835,High,Low Sugar,No
3123349011227,0.9444444444444444,Low,Moderate Sugar,No
3523230029681,1.0,Moderate,Low Sugar,No
7613035272903,1.0,Moderate,Moderate Sugar,Yes
3600900021050,0.0466666666666666,Moderate,Low Sugar,Yes
3178050000725,0.0,High,Low Sugar,No
3265479432005,0.0,High,Low Sugar,No
8711327373105,0.8064516129032258,Moderate,High Sugar,Yes
16756168,0.271523178807947,Moderate,Low Sugar,Yes
8410376010701,0.0066666666666666,High,Low Sugar,Yes
3067140036303,0.660377358490566,Moderate,High Sugar,No
5411188115533,1.0,Low,Moderate Sugar,Yes
3497917002451,0.0133333333333333,High,Low Sugar,No
3061990143372,0.4266666666666667,High,High Sugar,Yes
3124480195326,1.0,Low,Low Sugar,Yes
3228020232028,1.0,High,Low Sugar,No
6130760003769,0.0,Low,Low Sugar,Yes
3327272107266,0.7083333333333334,High,Moderate Sugar,No
8480000233653,0.3407079646017699,High,Moderate Sugar,No
9352042000298,0.2162162162162162,Moderate,Low Sugar,Yes
6163826,0.1272727272727273,Moderate,Low Sugar,Yes
5057373748423,0.0331125827814569,Moderate,Low Sugar,Yes
5000232901422,0.1068702290076335,Low,Low Sugar,Yes
5014067153833,0.9816513761467888,Low,Moderate Sugar,Yes
5018297002008,0.1425389755011136,Moderate,Moderate Sugar,Yes
5050974504139,0.041649312786339,Low,Low Sugar,Yes
5000328015927,0.075,Low,Low Sugar,Yes
282123,0.7804878048780489,Moderate,Low Sugar,No
4088600179131,0.6060606060606061,Moderate,Low Sugar,Yes
5060198640360,0.1024390243902439,Moderate,Low Sugar,No
5000354909924,0.3125,Low,Low Sugar,Yes
5000328024240,0.0121951219512195,Low,Low Sugar,Yes
938112,0.6771653543307087,High,High Sugar,No
4088600003610,0.0563063063063063,Moderate,Low Sugar,No
8719200265455,1.0,High,Low Sugar,Yes
4056489000563,0.8935185185185185,Low,High Sugar,Yes
3228857000869,0.1604166666666666,Moderate,Moderate Sugar,Yes
3017760038331,0.7580645161290323,High,High Sugar,Yes
20023775,0.216,Moderate,Moderate Sugar,No
7613036092487,0.8,Moderate,Low Sugar,Yes
3068320118420,1.0,Low,Low Sugar,Yes
20163402,1.0,Low,Low Sugar,No
8722700125174,0.6272727272727273,Moderate,Moderate Sugar,Yes
3124480186676,1.0,Low,Moderate Sugar,Yes
3571492210019,0.0297029702970297,Moderate,Low Sugar,Yes
3014680009175,0.7589743589743589,High,High Sugar,Yes
5050083535079,0.3768115942028985,High,High Sugar,Yes
3046920042932,0.9166666666666666,High,High Sugar,Yes
8410109115543,0.0196078431372549,High,Moderate Sugar,No
8410376026979,0.328125,High,High Sugar,Yes
4000339035229,1.0,Moderate,Low Sugar,Yes
3760049798876,0.0978723404255319,High,Low Sugar,Yes
3168930167983,0.0092592592592592,High,Low Sugar,No
5411188079996,0.0,Low,Low Sugar,Yes
8002210500204,0.0,High,Low Sugar,No
8712566133987,0.6382978723404255,Moderate,Moderate Sugar,Yes
6413300018042,0.9545454545454546,Low,Moderate Sugar,Yes
4088600107806,0.0241379310344827,High,Low Sugar,No
5011476102223,0.2205882352941176,High,Moderate Sugar,Yes
5010044009650,0.0883190883190883,Moderate,Low Sugar,Yes
8715700123691,0.5333333333333333,High,Low Sugar,Yes
5000169199183,0.3725490196078431,High,Low Sugar,No
1504972,1.0,Moderate,Low Sugar,No
6111259341692,0.5,High,High Sugar,Yes
6111242071995,0.271523178807947,Moderate,Low Sugar,Yes
5449000318473,0.271523178807947,Moderate,Low Sugar,Yes
3608580118886,0.9622641509433962,High,High Sugar,Yes
6111260231548,0.271523178807947,Moderate,Low Sugar,Yes
6111263900243,0.271523178807947,Moderate,Low Sugar,Yes
6111242926806,0.8315789473684211,Low,Moderate Sugar,Yes
6111263000202,6.833333333333333,Moderate,Low Sugar,Yes
6111184009520,0.0,Low,Low Sugar,Yes
3336971209133,0.0277777777777777,High,Low Sugar,Yes
20884680,0.0077922077922077,High,Low Sugar,No
3700214610480,0.9693877551020408,High,High Sugar,No
7613032568436,0.7553191489361701,Low,Moderate Sugar,Yes
7613035898646,0.8497536945812808,High,High Sugar,Yes
8480000094919,0.2542372881355932,High,Moderate Sugar,No
3165950049015,1.0,Moderate,Low Sugar,Yes
3124480186584,0.9876543209876544,Low,Moderate Sugar,Yes
3229820797946,0.2372881355932203,High,Moderate Sugar,No
5000159492966,0.8983050847457628,High,High Sugar,Yes
4012359113108,0.3333333333333333,Moderate,Low Sugar,No
8410014478764,0.8974358974358975,High,High Sugar,Yes
75041670,0.825,Low,Low Sugar,No
3124480196262,0.977777777777778,Low,Low Sugar,Yes
4056489462828,0.0178571428571428,Moderate,Low Sugar,No
5036589252597,0.8362068965517241,Low,Moderate Sugar,Yes
3168930171737,0.0094339622641509,High,Low Sugar,No
20114329,0.2307692307692307,Low,Low Sugar,No
4088600111209,0.0259740259740259,High,Low Sugar,Yes
8410076600448,0.4669117647058823,Moderate,Moderate Sugar,Yes
5022019090204,1.0,Moderate,High Sugar,No
8001665705073,0.1200980392156862,High,Moderate Sugar,Yes
1230000097048,0.7878787878787878,High,High Sugar,No
5010171000018,0.0,High,Low Sugar,No
6111250471862,1.0,High,Low Sugar,No
5711953176609,0.4225352112676057,Low,Low Sugar,Yes
1230739,0.271523178807947,Moderate,Low Sugar,Yes
6221048407796,0.271523178807947,Moderate,Low Sugar,Yes
3038352875066,0.8666666666666667,Low,Low Sugar,No
3608580789758,1.0,Low,Moderate Sugar,No
20245900,1.0,Low,Moderate Sugar,No
20840273,0.1898496240601503,High,Moderate Sugar,Yes
7311070032581,0.1,High,Moderate Sugar,Yes
3023290030608,0.9152542372881356,Moderate,Moderate Sugar,Yes
8711200459926,0.4897959183673468,Moderate,Low Sugar,Yes
3502490099177,0.8333333333333333,High,Low Sugar,No
3056440032696,0.4603174603174603,High,High Sugar,Yes
8410076421449,0.3157894736842105,Low,Low Sugar,Yes
5413548283128,0.9942857142857144,High,High Sugar,Yes
8422174010029,0.9428571428571428,Low,Low Sugar,No
3472860001058,0.28,High,High Sugar,Yes
3046920010603,0.903846153846154,High,High Sugar,Yes
90375323,0.0,Low,Low Sugar,Yes
8480000156044,0.9444444444444444,Low,Low Sugar,No
8410376037883,0.0111111111111111,High,Low Sugar,Yes
8480000135025,0.0102941176470588,High,Low Sugar,Yes
4056489254683,0.0,Moderate,Low Sugar,No
3599741006305,0.04375,Moderate,Low Sugar,Yes
5011835101065,0.5135135135135135,High,Low Sugar,No
5060120282019,0.47,Low,Low Sugar,No
20878979,0.0,Moderate,Low Sugar,No
7394376620720,0.4857142857142857,Low,Low Sugar,No
87343397,0.0206896551724137,Moderate,Low Sugar,Yes
5010115900596,1.0,High,High Sugar,Yes
4088600272689,1.2,Moderate,Low Sugar,No
4088600236377,0.0673316708229426,Moderate,Low Sugar,Yes
5411188138099,0.0,Low,Low Sugar,Yes
6111162000464,0.0,Moderate,Low Sugar,No
4056489851387,0.0608272506082725,Moderate,Low Sugar,No
6111035001734,0.0,Low,Low Sugar,No
6111017046029,0.0066006600660066,High,Low Sugar,Yes
3770018078144,0.0937499999999999,Moderate,Low Sugar,Yes
3017760472890,0.2424242424242424,High,High Sugar,Yes
3608580823476,0.9743589743589745,Moderate,High Sugar,Yes
3124480185235,0.8,Low,Low Sugar,No
3421557910203,0.015,High,Low Sugar,No
3229820789149,0.3684210526315789,High,High Sugar,Yes
3600900005067,0.0772727272727272,Moderate,Low Sugar,Yes
10581724,0.7254901960784315,High,Low Sugar,No
4056489209980,0.3795275590551181,High,High Sugar,Yes
3166290200197,0.271523178807947,Moderate,Low Sugar,No
3560070740338,1.0,Moderate,High Sugar,No
3155251205395,0.7500000000000001,Moderate,Low Sugar,Yes
8076809545440,0.0063291139240506,High,Low Sugar,Yes
5060088705148,0.8421052631578947,High,High Sugar,Yes
3182180002474,0.0458333333333333,High,Low Sugar,No
4056489192923,0.0,High,Low Sugar,No
5000157026231,0.4090909090909091,Low,Moderate Sugar,No
1200101017955,1.0,Low,Low Sugar,Yes
3092718637927,0.2258064516129032,Low,Low Sugar,Yes
8445290728791,0.355907780979827,High,High Sugar,Yes
5000328376677,0.01,Low,Low Sugar,No
8480000136824,0.8749999999999999,Low,Low Sugar,Yes
4088600169934,0.1924398625429553,Moderate,Moderate Sugar,Yes
5000237132296,0.0,Low,Low Sugar,Yes
4088600284897,0.7906976744186046,Moderate,Low Sugar,No
8480000233592,0.0808510638297872,Moderate,Low Sugar,Yes
5010003000353,0.1067415730337078,Moderate,Low Sugar,Yes
5054269746884,0.5937499999999999,Moderate,Low Sugar,Yes
6111184002958,0.8703501945525292,Moderate,High Sugar,Yes
667803000707,0.5750000000000001,High,Moderate Sugar,No
5057545878798,0.7608695652173914,Moderate,Low Sugar,Yes
6111032009153,0.3846153846153846,Low,Moderate Sugar,Yes
8410261775142,1.0,Low,Moderate Sugar,Yes
6111017040843,0.82,Low,Low Sugar,Yes
769503575445,3.4166666666666665,Moderate,Low Sugar,No
8004172132844,0.271523178807947,Moderate,Low Sugar,Yes
6111266962583,0.271523178807947,Moderate,Low Sugar,Yes
4008400828121,0.9962616822429906,High,High Sugar,Yes
3175681123014,0.0078125,High,Low Sugar,Yes
20842499,0.3278688524590163,High,High Sugar,No
3387390339505,0.3190104166666667,High,High Sugar,Yes
3564700007433,1.0,Low,Low Sugar,No
3242274002053,0.203125,High,Moderate Sugar,Yes
3046920010283,0.9803921568627452,High,High Sugar,Yes
3248832940522,0.2,Low,Low Sugar,Yes
3220035229000,1.0,High,High Sugar,No
20004361,0.8181818181818182,Low,Low Sugar,No
5026489483054,0.0096930533117932,High,Low Sugar,No
6921804700269,0.3958333333333333,High,Low Sugar,Yes
5900617003454,0.2928571428571428,High,Low Sugar,Yes
4088600391977,1.0,High,Low Sugar,No
5000157076427,0.0833333333333333,Low,Low Sugar,No
4056489530091,0.675,High,High Sugar,No
6111251752748,0.9333333333333332,Low,Moderate Sugar,Yes
351546,1.0,High,Low Sugar,No
6111259343993,0.6613263785394933,High,High Sugar,Yes
8000500408162,0.9147727272727272,High,High Sugar,Yes
6111021021005,0.379746835443038,Moderate,Moderate Sugar,No
6111126005085,0.9677419354838708,Moderate,Low Sugar,Yes
6111262384945,0.5003961337347488,High,High Sugar,Yes
6111259341661,0.4583333333333333,High,High Sugar,Yes
4014500520049,0.8363636363636363,Moderate,Moderate Sugar,Yes
6111035503115,0.271523178807947,Moderate,Low Sugar,Yes
6111260232101,0.4555555555555555,Moderate,Low Sugar,Yes
6111259347113,0.4831763122476447,High,High Sugar,Yes
3119783007483,0.4107142857142857,Low,Low Sugar,Yes
7622210941480,0.1072463768115942,High,Moderate Sugar,Yes
8000300264388,0.8076923076923077,High,High Sugar,Yes
8000500223369,0.7759472817133443,High,High Sugar,Yes
7622210713803,0.4090909090909091,High,High Sugar,Yes
3421557501722,0.2941176470588235,High,High Sugar,No
3600900006972,0.0388888888888888,High,Low Sugar,No
3088540255279,1.0,High,High Sugar,No
3497911101129,0.0153846153846153,High,Low Sugar,Yes
3387390320008,0.2575757575757575,High,High Sugar,Yes
5449000214843,1.0,Low,Moderate Sugar,Yes
3487400004413,0.0181818181818181,Moderate,Low Sugar,No
8480000137388,0.4761904761904761,High,Moderate Sugar,No
8480000134073,0.6666666666666667,High,Low Sugar,Yes
3116430216342,0.6634349030470914,High,High Sugar,Yes
7394376616709,0.4788732394366197,Low,Low Sugar,No
5449000053879,0.0,Low,Low Sugar,Yes
8000500037874,0.8986486486486487,High,High Sugar,Yes
3560071472719,0.109090909090909,Moderate,Low Sugar,Yes
5059319002811,0.1830985915492957,High,Moderate Sugar,Yes
5060088701980,0.8113207547169812,High,High Sugar,Yes
8076809581868,0.3846153846153846,High,Moderate Sugar,Yes
4088600169859,0.2495726495726495,High,Moderate Sugar,Yes
5060198641183,0.038235294117647,High,Low Sugar,No
4056489511182,0.0155148095909732,High,Low Sugar,Yes
5055958705342,0.2714285714285714,Moderate,Low Sugar,Yes
38317,0.9285714285714284,Moderate,Low Sugar,Yes
6111242106932,0.93859649122807,Low,Moderate Sugar,Yes
6111242071940,0.6391004715270222,Low,High Sugar,Yes
6291003087158,0.75,Low,Moderate Sugar,Yes
29386574,0.717948717948718,Low,Moderate Sugar,Yes
5000159559003,1.6556291390728477,Moderate,High Sugar,Yes
6111245598758,0.271523178807947,Moderate,Low Sugar,Yes
6111184009650,0.119205298013245,Low,Low Sugar,Yes
3329770057234,1.0,Low,Moderate Sugar,Yes
5038862130929,0.93,Low,Moderate Sugar,No
5053827101424,0.419753086419753,High,High Sugar,Yes
3041090063152,0.1538461538461538,High,Moderate Sugar,Yes
8000500242612,0.9942857142857144,High,High Sugar,Yes
3228023170068,1.0,Moderate,Low Sugar,No
3229820787985,0.2758620689655172,Moderate,Low Sugar,Yes
4056489027768,1.0,Low,High Sugar,No
3165957822017,0.0,High,Low Sugar,No
8480000510716,1.0,Low,Low Sugar,No
8002470023147,0.0,High,Low Sugar,No
3023290030585,0.9333333333333332,Moderate,Moderate Sugar,No
3228857001347,0.34,High,High Sugar,Yes
3019081241216,0.7499999999999999,Moderate,Low Sugar,No
5000127049307,0.44,Moderate,Moderate Sugar,No
3155250361825,1.0,High,Low Sugar,No
8718836396465,0.0,High,Low Sugar,Yes
4056489472261,0.8275862068965517,Low,Low Sugar,Yes
5060146372756,0.4285714285714285,Low,Low Sugar,Yes
8435185100955,0.9805825242718446,Low,Moderate Sugar,Yes
850004207390,0.1071428571428571,Moderate,Low Sugar,Yes
5000116111978,0.0476190476190476,Moderate,Low Sugar,No
6111184004259,0.0,Low,Low Sugar,Yes
8410679234514,0.0423076923076923,High,Low Sugar,Yes
8402001009266,0.2956521739130435,Low,Low Sugar,Yes
7394376620867,0.0,Low,Low Sugar,No
4056489528005,0.7187499999999999,Moderate,Low Sugar,Yes
6111259341098,0.6377858002406739,High,High Sugar,Yes
6111035002113,1.0,Low,Moderate Sugar,Yes
6111017045961,0.9838709677419356,High,High Sugar,Yes
144435000430,0.271523178807947,Moderate,Low Sugar,No
6111242102934,0.6293706293706294,Low,Moderate Sugar,Yes
6111203007353,1.0,Moderate,Moderate Sugar,Yes
769503575261,8.2,Moderate,Low Sugar,Yes
3302740025136,1.0,Moderate,Low Sugar,Yes
3421557501975,0.373134328358209,High,High Sugar,No
3027030011766,0.0438356164383561,High,Low Sugar,No
7622210450098,0.5074626865671642,High,High Sugar,Yes
5410081200445,0.9553571428571428,High,High Sugar,Yes
3011360002884,0.8260869565217391,Moderate,High Sugar,Yes
3664346305983,0.9816513761467888,Low,Moderate Sugar,Yes
8585002484093,0.3947368421052631,Moderate,Moderate Sugar,Yes
3175681797420,0.2678571428571428,High,Moderate Sugar,Yes
3254381016922,0.0,Low,Low Sugar,No
7300400118101,0.0161290322580645,High,Low Sugar,No
8480000592569,1.0,Low,Low Sugar,Yes
3175681261365,0.25,High,High Sugar,Yes
20202859,0.4099173553719008,High,High Sugar,Yes
20816438,0.8108108108108107,High,Low Sugar,No
8020141800002,0.0,Low,Low Sugar,No
5449000051981,1.0,Low,Moderate Sugar,Yes
5410126726947,0.6156462585034015,High,High Sugar,Yes
4056489301370,0.7999999999999999,Moderate,Low Sugar,Yes
6130760000102,0.0,Low,Low Sugar,No
7622210590473,1.0,Moderate,Low Sugar,No
5000119684257,0.2904290429042904,High,High Sugar,Yes
4001724039112,0.1217391304347826,Moderate,Low Sugar,No
8719200234857,1.0,High,Low Sugar,Yes
7613036077514,0.271523178807947,Moderate,Low Sugar,No
5010477338679,0.2523961661341853,High,High Sugar,No
50157709,0.9802371541501976,Moderate,High Sugar,No
20425609,0.2292225201072386,High,High Sugar,Yes
20952174,0.015267175572519,High,Low Sugar,No
40897899,0.0422535211267605,High,Low Sugar,Yes
4088600021102,0.0165975103734439,Moderate,Low Sugar,No
5010092736812,0.0853242320819112,Moderate,Low Sugar,Yes
358149,0.0575793184488836,High,Low Sugar,No
5000119082985,0.0474308300395256,Moderate,Low Sugar,No
5060088700082,0.8078078078078079,Moderate,Moderate Sugar,Yes
10595125,0.4920886075949367,High,High Sugar,Yes
5025840005430,1.0,Low,Low Sugar,No
6111180000934,0.0,Moderate,Low Sugar,Yes
3400938267266,0.0995661363889197,High,High Sugar,No
4014500520032,0.9019607843137256,Low,Low Sugar,Yes
3564700005835,1.0,Low,Low Sugar,No
3456300002508,1.0,Low,Low Sugar,No
8076809523509,0.0492957746478873,High,Low Sugar,No
3229820027005,0.0526315789473684,High,Low Sugar,No
3329770051096,1.0,Low,Low Sugar,No
5010029201246,0.1794871794871795,Moderate,Moderate Sugar,No
3451790988042,1.0,Moderate,Low Sugar,Yes
5053827199667,0.352112676056338,High,High Sugar,Yes
3760020505936,0.4444444444444445,Low,Low Sugar,Yes
8480000171511,0.6206896551724138,Low,Moderate Sugar,No
3088541002476,0.271523178807947,Moderate,Low Sugar,No
8002470030923,0.0,High,Low Sugar,No
5411188131380,0.0999999999999999,Low,Low Sugar,Yes
8710522920725,1.0,High,Low Sugar,No
3019081241193,0.3333333333333333,Moderate,Low Sugar,Yes
8480000505453,0.3846153846153846,High,Low Sugar,No
7613031370641,0.3351573187414501,High,High Sugar,Yes
3103220048658,0.6086956521739131,High,High Sugar,Yes
20126391,1.0,Low,Low Sugar,No
5059319004051,0.2948717948717949,High,High Sugar,Yes
8480000156624,0.0,Low,Low Sugar,No
8480000156488,0.945945945945946,Low,Low Sugar,Yes
3599741006312,0.2641509433962264,Low,Low Sugar,No
8445290384874,0.1775568181818181,High,Moderate Sugar,Yes
5016084235516,0.091816367265469,Moderate,Low Sugar,Yes
5010115900718,1.0,Low,Moderate Sugar,Yes
5056142400029,0.0684210526315789,Moderate,Low Sugar,Yes
5010044000039,0.0646551724137931,Moderate,Low Sugar,Yes
8480000867865,1.0,Low,Low Sugar,Yes
4088600251806,0.0720930232558139,Moderate,Low Sugar,Yes
5060317350040,0.2379819133745835,Low,Low Sugar,Yes
5010044000305,0.0588235294117647,Low,Low Sugar,Yes
7622201148782,1.0,Moderate,Moderate Sugar,Yes
6111170000029,0.271523178807947,Moderate,Low Sugar,Yes
4088600169842,0.2517241379310345,Moderate,Moderate Sugar,Yes
5055958706721,0.2227272727272727,High,Low Sugar,Yes
1789621,0.9914110429447852,High,High Sugar,No
392730,0.5121951219512195,Moderate,Low Sugar,No
5013665116738,0.0212765957446808,Low,Low Sugar,Yes
3341430551449,0.0,Moderate,Low Sugar,No
8000430138719,0.5,Moderate,Low Sugar,Yes
3155251204350,1.0,High,Low Sugar,Yes
7311070032574,0.1301369863013698,High,Moderate Sugar,No
3564700014660,1.0,High,Low Sugar,No
3178530405743,0.6136363636363636,High,High Sugar,Yes
8480000180186,0.5555555555555556,Low,Low Sugar,No
80895237,0.9791304347826086,High,High Sugar,Yes
7613287176561,0.981132075471698,High,High Sugar,Yes
3760091724632,0.574468085106383,High,High Sugar,No
8480000340788,0.7543859649122806,High,Low Sugar,No
3560070720859,0.8787878787878788,High,High Sugar,Yes
3560071010058,0.0638888888888888,Moderate,Low Sugar,Yes
3270190136873,0.0,Low,Low Sugar,No
8480000093554,0.3934426229508196,High,High Sugar,Yes
4012359144003,0.125,Moderate,Low Sugar,No
8410376024326,0.0079365079365079,High,Low Sugar,Yes
8010265640202,0.0952380952380952,High,Moderate Sugar,Yes
3302740030932,0.1578947368421052,Moderate,Low Sugar,No
20276522,0.271523178807947,Moderate,Low Sugar,No
8410261657424,1.0,Low,Moderate Sugar,Yes
3229820801087,0.1111111111111111,Low,Low Sugar,No
4056489546108,0.0479166666666666,High,Low Sugar,No
3154230802280,0.0,Moderate,Low Sugar,Yes
5014213001063,0.33125,High,Moderate Sugar,No
5010029204247,0.2592592592592592,High,Moderate Sugar,No
5050083197840,0.18,Moderate,Low Sugar,Yes
50147311,1.0,Moderate,Moderate Sugar,Yes
5000119092502,0.0167785234899328,High,Low Sugar,No
5053827193368,0.2153846153846154,High,Moderate Sugar,Yes
5000168085593,0.1342281879194631,High,Moderate Sugar,Yes
4056489687337,0.2580645161290322,High,High Sugar,Yes
8727200500209,0.040983606557377,Low,Low Sugar,No
5010029013047,0.0172413793103448,Moderate,Low Sugar,No
5036589253532,1.0,Low,Low Sugar,No
4061459290349,0.6388888888888888,Moderate,Moderate Sugar,No
6111017040881,0.8484848484848485,High,High Sugar,Yes
3045320094015,1.0,Moderate,High Sugar,Yes
6111242100800,0.0,Low,Low Sugar,Yes
6111126001605,0.8661157024793389,Low,Moderate Sugar,Yes
19101,0.2446280991735537,High,Moderate Sugar,No
8410199013545,0.0854092526690391,High,Low Sugar,Yes
5060526430601,0.0384615384615384,Low,Low Sugar,Yes
6111246720790,1.0,Low,Moderate Sugar,No
5449000318947,0.728476821192053,Low,Moderate Sugar,Yes
8643729134131,0.7887323943661971,Moderate,Moderate Sugar,Yes
8445290204417,0.271523178807947,Moderate,Low Sugar,Yes
8000500425183,0.9731543624161072,High,High Sugar,Yes
6111018908913,0.271523178807947,Moderate,Low Sugar,Yes
3163937010003,0.271523178807947,Moderate,Low Sugar,No
3038352880305,0.1076923076923076,Low,Low Sugar,Yes
3045320001570,1.0,Moderate,High Sugar,Yes
3229820784946,0.782608695652174,Low,Moderate Sugar,Yes
8712566246496,0.35,Low,Low Sugar,Yes
3048431001958,0.271523178807947,Moderate,Low Sugar,Yes
3017760656092,0.4117647058823529,Moderate,Moderate Sugar,Yes
3259426021053,0.5416666666666666,High,High Sugar,Yes
4056489041320,0.7857142857142858,Low,Low Sugar,No
3123930711703,1.0,High,Low Sugar,No
3245413451804,0.6944444444444444,Low,Moderate Sugar,No
8480000201966,1.0,High,Low Sugar,Yes
8410376042498,0.0215384615384615,High,Low Sugar,Yes
8005110060007,0.8055555555555555,Low,Low Sugar,Yes
8410376013191,0.140625,High,Moderate Sugar,Yes
5740900805408,1.0,Low,Low Sugar,No
8801043150620,0.0441176470588235,High,Low Sugar,Yes
20201838,0.84375,Moderate,Low Sugar,No
3330720238191,0.979591836734694,High,High Sugar,Yes
4056489108375,1.0,High,Low Sugar,No
5059319025711,0.2098765432098765,High,High Sugar,Yes
5010061001613,1.0,Low,Low Sugar,No
5013803001070,0.1333333333333333,High,Low Sugar,Yes
5000181024043,1.0,Low,Low Sugar,No
5013683305527,0.0684931506849315,Moderate,Low Sugar,Yes
8076809582209,0.2768729641693811,High,High Sugar,Yes
5010003000292,0.0603015075376884,Moderate,Low Sugar,Yes
5010029221701,0.0655172413793103,High,High Sugar,Yes
4088600475851,1.0,Low,Low Sugar,No
4056489346364,0.6785714285714286,Low,Low Sugar,Yes
3760381260819,0.1881533101045296,Moderate,Moderate Sugar,Yes
5056053305802,0.2838709677419355,Low,Low Sugar,No
5011038135126,1.0,High,Low Sugar,No
6111242040823,0.0,High,Low Sugar,No
5036589255710,0.8804347826086734,Moderate,Moderate Sugar,Yes
